City,State,Total Sales,Latitude,Longitude
jaqueira,PE,18,-8.729323034261816,-35.79625525527233
barreira,CE,18,-4.291005351763954,-38.64208565510452
belem,PB,18,-6.697736094477722,-35.53684600195717
santo antonio do aventureiro,MG,18,-21.35522180910734,-43.03374971466126
belmonte,SC,18,-26.843476291834023,-53.58044952091416
matriz de camaragibe,AL,18,-9.156772491804055,-35.5328594427118
nossa senhora do o,PE,18,-8.386277194862117,-34.99509688438708
lutecia,SP,18,-22.339451604392778,-50.392418293507006
maravilha,AL,18,-9.233525306895219,-37.35892521057616
sao jose da vitoria,BA,18,-15.084010748744637,-39.33956120312214
cocalzinho de goias,GO,18,-15.772626837466342,-48.75952367149415
alto alegre do pindare,MA,18,-3.701581302872117,-45.8570810629906
ipaporanga,CE,18,-4.908117299278558,-40.7625212685025
laje do muriae,RJ,18,-21.2108929815207,-42.1185407791096
itaja,GO,18,-19.06542732287626,-51.54915947595723
anage,BA,18,-14.611422503186523,-41.136306757030205
nova ipixuna,PA,18,-4.921300131299465,-49.0787709046508
inhapi,AL,18,-9.221735414409693,-37.74793862277192
queiroz,SP,18,-21.798944627088968,-50.24015392940027
caibate,RS,18,-28.28958022679717,-54.64034103157848
sapopema,PR,18,-23.91038779945435,-50.58007260296203
itaguaru,GO,18,-15.76226852474854,-49.633344935621224
anhumas,SP,18,-22.295993644642518,-51.3867164087143
anitapolis,SC,18,-27.904106011201225,-49.12855017806725
santa maria do salto,MG,18,-16.250936815772242,-40.14950023767278
tomar do geru,SE,18,-11.374591455564959,-37.84024090800675
areia branca dos assis,PR,18,-10.47824576489704,-41.012739959968734
arrozal,RJ,18,-22.592655433658948,-44.028392603946195
atilio vivacqua,ES,18,-20.91932831491706,-41.196078994269946
itapiuna,CE,18,-4.561922511287947,-38.920738884758535
morpara,BA,18,-11.563711899158026,-43.27681309206915
mundo novo,BA,18,-11.883726816970572,-40.491319650493836
acajutiba,BA,18,-11.66440817879758,-38.02428206613653
itaueira,PI,18,-7.600756546058954,-43.026270838801764
aramari,BA,18,-12.092960636662799,-38.50143320577666
espigao alto do iguacu,PR,18,-25.42301589537268,-52.832271007785764
rosario do ivai,PR,18,-24.254868451161975,-51.25149885575618
jamapara,RJ,18,-22.208041437120798,-42.847116560837925
divisa alegre,MG,18,-15.72400438155449,-41.34215453822162
terenos,MS,18,-20.440303631590687,-54.86500701944399
bacaxa,RJ,18,-22.893945865642934,-42.47032233353247
baldim,MG,18,-19.36780513170426,-43.961128987125576
monte castelo,SP,18,-21.299468617508854,-51.5678132069837
planaltina do parana,PR,18,-23.02210156863633,-52.92008490660836
miraguai,RS,18,-27.490762344238888,-53.68636405006275
coreau,CE,18,-3.565613787717737,-40.66340418345001
junco do serido,PB,18,-6.994437727527543,-36.71347392610991
novo barreiro,RS,18,-27.90875672843484,-53.11398631827074
pimenteiras,PI,18,-6.235207880345073,-41.42044853352649
bossoroca,RS,18,-28.72679476219898,-54.91189650513312
sertao santana,RS,18,-30.460721566418858,-51.601566168699165
passira,PE,18,-7.98191198915337,-35.58176162832357
pastos bons,MA,18,-6.600837855121948,-44.08447440158235
rio doce,MG,18,-20.244872155901724,-42.89708268672333
buriti dos lopes,PI,18,-3.177679037196959,-41.869195093358684
nucleo residencial pilar,BA,18,-10.33361416984474,-40.15152490130054
mocajuba,PA,18,-2.582127291027462,-49.50650851709771
felisburgo,MG,17,-16.641017965088224,-40.76032732429602
florinia,SP,17,-22.90163691479095,-50.726931511493646
araguacu,TO,17,-12.92811178229178,-49.826486148195045
fragosos,SC,17,-26.171909231026945,-49.329430285344834
ribeiropolis,SE,17,-10.538092696715267,-37.436127390768796
guapirama,PR,17,-23.515740124074455,-50.043406003879184
tamandare,PE,17,-8.75409256775714,-35.11305893138299
felicio dos santos,MG,17,-18.078788221182954,-43.24715728444043
pocao de pedras,MA,17,-4.753933864712053,-44.942243732825446
ubirajara,SP,17,-22.52730669161214,-49.66160801683485
janduis,RN,17,-6.017941877276997,-37.40706888387473
matoes,MA,17,-5.520976147601494,-43.20364911733901
varzea nova,BA,17,-11.257672025726738,-40.94350241800882
laranja da terra,ES,17,-19.89437079789509,-41.06067256624188
vertentes,PE,17,-7.907004259275156,-35.98911662442934
sao francisco do gloria,MG,17,-20.784780735599153,-42.525144957449584
piracema,MG,17,-20.509936223710195,-44.47622760405026
barra longa,MG,17,-20.2834424268266,-43.0396678512218
condeuba,BA,17,-14.900026681406255,-41.969655003492775
vargeao,SC,17,-26.853983448097868,-52.14932136478724
nova itaberaba,SC,16,-26.94061305970668,-52.8151697400277
quixelo,CE,16,-6.239831922522259,-39.1913125332264
capitao andrade,MG,16,-19.071183051265177,-41.8632453890104
nova independencia,SP,16,-21.107561050741538,-51.49134299887708
cantagalo,MG,16,-18.53042111031491,-42.62326455243937
camutanga,PE,16,-7.408333948577803,-35.27303670858118
igaci,AL,16,-9.538875577795833,-36.63139861599875
independencia,CE,16,-5.395363654104049,-40.309080156611024
inocencia,MS,16,-19.74315966305905,-51.929757281404925
inhuma,PI,16,-6.667291048992321,-41.708301381112406
progresso,RS,16,-29.24209441885432,-52.315916035833254
segredo,RS,16,-29.334054626519027,-52.97154232089777
cachoeira dourada,GO,16,-18.493034241585285,-49.48224524741267
alagoa grande,PB,16,-7.042039044045055,-35.63228046513471
liberato salzano,RS,16,-27.60004958791179,-53.07511328182429
perobal,PR,16,-23.894779494236516,-53.40750709245488
alexandrita,MG,16,-19.701746869078328,-50.424531445044394
ichu,BA,16,-11.747866378230363,-39.192356475836924
agudo,RS,16,-29.64254072307388,-53.243485415252536
sao luis do curu,CE,16,-3.671119794883893,-39.23981589506501
maiquinique,BA,16,-15.62552359210591,-40.26376458018532
carmesia,MG,16,-19.086351279863255,-43.140393050850584
sao vicente ferrer,PE,16,-7.594881275192866,-35.48798433436149
cajueiro,AL,16,-9.398762700999793,-36.146956946374715
imbe de minas,MG,16,-19.601638980256645,-41.96779526421467
paranhos,MS,16,-23.89219288753,-55.42944993897848
serra branca,PB,16,-7.496972316552439,-36.67871662889458
paraiso das aguas,MS,16,-19.032129648657865,-53.01587656746827
senador la rocque,MA,16,-5.491117345249767,-47.20596337882602
cabeceiras,GO,16,-15.805134870175282,-46.930909768071736
brejo do cruz,PB,16,-6.347510092635871,-37.4999745772911
ciriaco,RS,16,-28.343920451972767,-51.874987846548635
comercinho,MG,16,-16.29686088242995,-41.79449127044931
nortelandia,MT,16,-14.452096514327005,-56.80513920634466
mesquita,MG,16,-20.11513581551029,-42.81365553944052
alfredo marcondes,SP,16,-21.9544225372067,-51.41597855181986
presidente kubitschek,MG,16,-18.618135749091447,-43.56995161492459
paraiso,SC,16,-26.62274971002308,-53.67575933203198
sitio novo do tocantins,TO,16,-5.611812459132887,-47.65558880708682
altinho,PE,16,-8.488412188320007,-36.060834472466134
uniao do sul,MT,16,-11.531137238494221,-54.36837066329461
barrocas,BA,16,-11.53152498745067,-39.07728418355005
barrolandia,TO,16,-9.835547680795925,-48.72605594606052
crucilandia,MG,16,-20.3935608280402,-44.33833209025473
itagimirim,BA,16,-16.088493171783192,-39.61459907908467
amarante,PI,16,-6.2429835962525795,-42.85301644361255
moncao,MA,16,-3.495565947185143,-45.24754593838361
guaiuba,CE,16,-4.0445801569883075,-38.64352805323587
santa rita,MA,16,-3.1351259906482034,-44.32135112460986
monte belo do sul,RS,16,-29.16319437700109,-51.63695370139826
deputado irapuan pinheiro,CE,16,-5.870758885883481,-39.25646754303497
divisa nova,MG,16,-21.509945362887084,-46.195571061551966
doutor ulysses,PR,16,-24.57105625396671,-49.41868811394218
pacoti,CE,16,-4.225720098834581,-38.91803802499597
frei lagonegro,MG,16,-18.16759574203163,-42.76630156418681
itambe,PR,16,-23.65948027833523,-51.98939898278686
araripe,CE,16,-7.196395505829324,-40.141582821105985
arneiroz,CE,16,-6.325943690618894,-40.15613983579525
santa luzia do parua,MA,16,-2.544588431758499,-45.775520381158074
jardim de piranhas,RN,16,-6.3793154841012445,-37.349626242407695
ourizona,PR,16,-23.405000698943358,-52.19415719745681
rubelita,MG,16,-16.405287284351058,-42.262063687937854
muquem do sao francisco,BA,16,-12.102418427992486,-43.55235822364078
itapicuru,BA,16,-11.310017158393821,-38.21960476956627
florida,PR,16,-23.087348121270896,-51.95443918335405
floresta do araguaia,PA,16,-7.559408639230093,-49.69714877110094
aquidaba,SE,16,-10.284582479280342,-37.019314628867455
aracitaba,MG,16,-21.34099504129516,-43.37763717726208
viseu,PA,16,-1.2021841319365947,-46.139221882073436
fenix,PR,16,-23.915806160864864,-51.97929774709472
agrestina,PE,16,-8.455301449189502,-35.94674500482197
vitoria das missoes,RS,16,-28.352389419884847,-54.50126603534196
vila dos cabanos,PA,15,7.271649375032848,-40.315884016386505
witmarsum,SC,15,-26.923404447114073,-49.7906435714995
nova esperanca do sudoeste,PR,15,-25.90017279820019,-53.26147895126284
acari,RN,15,-6.436153974582697,-36.64022682001126
nova guarita,MT,15,-10.30977873969728,-55.404425632410565
acaiaca,MG,15,-20.36317123831604,-43.1436907688699
lavrinhas,SP,15,-22.559956967046563,-44.918165309211936
itanhanga,MT,15,-12.230062445346181,-56.64909453509514
vila flores,RS,15,-28.861216852971047,-51.552055269751285
boquira,BA,15,-12.810420911518445,-42.721960453366975
formoso,GO,15,-13.659083186553158,-48.878464357242905
sabaudia,PR,15,-23.32190805996586,-51.55541014477443
antonio goncalves,BA,15,-10.572356542799392,-40.275946409932025
pianco,PB,15,-7.198702543898515,-37.92486346544334
nossa senhora de caravaggio,SC,15,-25.58708143662768,-48.17945321546945
olhos d'agua,MG,15,-17.401880081474896,-43.57108131209532
balsa nova,PR,15,-25.57238706953113,-49.6270723030379
divino das laranjeiras,MG,15,-18.883925492157726,-41.52309182712558
bertopolis,MG,15,-17.027409747481066,-40.55576147146938
marilena,PR,15,-22.73701730710775,-53.033788005441714
banabuiu,CE,15,-5.305346588980319,-38.91959955464572
lindoia do sul,SC,15,-27.048556328531877,-52.08297158236855
coracao de maria,BA,15,-12.229142870679011,-38.75779408975453
suzanapolis,SP,15,-20.50084308969728,-51.0262576937123
chorrocho,BA,15,-8.945887426499148,-39.07509167031027
sobradinho,DF,15,-15.640681335562483,-47.82060067744548
ibitiuva,SP,15,-19.886870655426726,-47.01635693205662
travessao,RJ,15,-22.147109150072314,-42.08524973410263
entre folhas,MG,15,-19.62487015886892,-42.230437687366184
engenheiro navarro,MG,15,-17.28499068109711,-43.949932446206425
foz do jordao,PR,15,-25.736095352710297,-52.118304275839634
pio xii,MA,15,-3.8894224919585265,-45.17044471626072
guamiranga,PR,15,-25.190405337705283,-50.809098408796544
nossa senhora das dores,SE,15,-10.46407491834026,-37.2103673107132
ewbank da camara,MG,15,-21.551070403785488,-43.51210116740571
portelandia,GO,15,-17.354883856758168,-52.67907868935916
candeias do jamari,RO,15,-8.814138436356746,-63.664024097752346
campo alegre de lourdes,BA,15,-9.513954384722881,-43.018038763087375
santana do itarare,PR,15,-23.755570963640604,-49.62823235678108
tamboara,PR,15,-23.20018077434139,-52.50013226540952
cruzeiro do iguacu,PR,15,-25.60364258556875,-53.12533840447595
mirante da serra,RO,15,-11.02913401101053,-62.669820816409775
ibema,PR,15,-25.117070009139393,-53.015975802179156
santa terezinha,SC,15,-26.771641988245605,-50.00603940670505
senador jose porfirio,PA,15,-2.61892289065677,-51.933779251346095
sao pedro da agua branca,MA,15,-5.0787429333771446,-48.422854718891976
adustina,BA,15,-10.537025738042042,-38.115011848992374
leopoldo de bulhoes,GO,15,-16.619398610966368,-48.7517449118924
central,BA,15,-11.13679442747616,-42.10633729236847
santo antonio dos campos,MG,15,-20.099969727250247,-44.97276694298037
pescador,MG,15,-18.356798944627723,-41.59665155935605
saubara,BA,15,-12.744183047669186,-38.76880365117873
cachoeira dourada,MG,15,-18.523671859193925,-49.49809546981448
pacuja,CE,15,-3.979862753185089,-40.69600431525211
nova roma do sul,RS,14,-28.9870523996462,-51.40782699426678
bonito,PA,14,-1.3640870447345173,-47.30841760639655
bonito de minas,MG,14,-15.32313365488014,-44.75789116987176
nova olinda,TO,14,-7.63023540848212,-48.42304794281316
alpestre,RS,14,-27.250270356865872,-53.03589689018164
varzea do poco,BA,14,-11.527258591060656,-40.316614860849334
frei martinho,PB,14,-6.402787305631923,-36.451641065455775
campo do tenente,PR,14,-25.98401358771999,-49.67910298311365
rancho queimado,SC,14,-27.672547786878244,-49.02394095291629
senador cortes,MG,14,-21.804296451189625,-42.945876656304065
cumari,GO,14,-18.26475442537532,-48.149793546319394
banzae,BA,14,-10.584656388409956,-38.61512816744011
ferreiros,PE,14,-7.449111841268876,-35.2425336123348
antonina do norte,CE,14,-6.7753419527965475,-39.98818252691514
paulo jacinto,AL,14,-9.36857180165382,-36.37146069359348
vargem grande do rio pardo,MG,14,-15.396562332932175,-42.30952711107768
nova laranjeiras,PR,14,-25.302872557375487,-52.54054159614306
capinzal do norte,MA,14,-4.711055273955796,-44.32736161571313
antonio martins,RN,14,-6.213830960356883,-37.89750341701303
agua branca,AL,14,-9.262317466390645,-37.93495308232345
cantanhede,MA,14,-3.635001963012795,-44.37819517004797
sao miguel do tapuio,PI,14,-5.503845686649444,-41.322477954911804
sao miguel do gostoso,RN,14,-5.136635201196733,-35.6672639503203
quevedos,RS,14,-29.347053608480795,-54.072467998715446
vicentina,MS,14,-22.41319891979021,-54.443992027969706
santo inacio,PR,14,-22.69341574919946,-51.789176581823334
romaria,MG,14,-18.88465911228355,-47.586040756762586
rechan,SP,14,-23.599153923116557,-48.31747225605046
penaforte,CE,14,-7.8295250168819885,-39.075499485055396
guaraquecaba,PR,14,-25.297219922482498,-48.3240652510902
sobralia,MG,14,-19.228044118986077,-42.10370865177218
bom jardim,MA,14,-3.5434591952670713,-45.60891598188404
morro grande,SC,14,-28.80389107183711,-49.71488160666242
passa tres,RJ,14,-22.69579503291498,-44.00288372487809
meruoca,CE,14,-3.544255119013516,-40.46178684697543
lindolfo collor,RS,14,-29.5984486904691,-51.20864576011889
sarutaia,SP,14,-23.274504248132416,-49.47736920251589
dom vicoso,MG,14,-22.250396887281365,-45.15653951584628
sao felix,BA,14,-12.606963187638693,-38.96923308583899
novo oriente do piaui,PI,14,-6.45634291116789,-41.93335362072891
santa fe de minas,MG,14,-17.052001166594962,-45.28426520655779
santa leopoldina,ES,14,-20.10058605098536,-40.52922807641648
jussari,BA,14,-14.597055748289412,-39.84782718071237
itaquitinga,PE,14,-7.665711359267675,-35.10237606703328
fazenda vilanova,RS,14,-29.587773515183454,-51.82762298304065
turvania,GO,14,-16.608937369210462,-50.13409465060814
galvao,SC,14,-26.455371104169068,-52.6877967583619
murici,AL,14,-9.31049621523562,-35.94520587502116
quadra,SP,14,-23.292530019757432,-48.05830385347121
montauri,RS,14,-28.65338084251949,-52.075866110814346
loreto,MA,14,-7.0860177858199345,-45.13743265880804
cristopolis,BA,14,-12.234605118781829,-44.40931445761246
picada cafe,RS,14,-29.444674077190594,-51.13219129279582
bento de abreu,SP,14,-21.273104879776337,-50.8113045140263
tacuru,MS,14,-23.63513947116163,-55.017107463670186
novais,SP,14,-20.995248745884854,-48.91932878336276
cha grande,PE,14,-8.240204867281301,-35.461294318252115
saude,BA,14,-10.940025826018855,-40.421128798157845
reserva do iguacu,PR,14,-25.816390500129835,-52.05345115509262
potengi,CE,14,-7.077147665452975,-40.06074658503371
irape,SP,14,-23.057468972045886,-49.731572620739236
ibateguara,AL,14,-8.968665064417893,-35.925858943291715
vila nova,PR,14,-24.576361627386664,-53.800517720760986
santa rita do ibitipoca,MG,14,-21.56274431201322,-43.91601943031522
satuba,AL,14,-9.570613665658628,-35.82603869394204
santa maria,DF,14,-16.0281833958187,-48.02681818504105
andarai,BA,14,-12.79378975081371,-41.29465342303002
salinas da margarida,BA,13,-12.874150547038498,-38.76066091906338
sao jose do serido,RN,13,-6.44912293615062,-36.87905185357226
caturama,BA,13,-13.330602361679098,-42.29279937466008
mucambo,CE,13,-3.905726996478778,-40.74612755881526
gabriel monteiro,SP,13,-21.530165206856104,-50.55255132432654
simplicio mendes,PI,13,-7.859424820636264,-41.910998724216185
almirante tamandare do sul,RS,13,-28.11563383443064,-52.91491693557196
conquista d'oeste,MT,13,-14.554974102416653,-59.52865023752151
wenceslau guimaraes,BA,13,-13.675499966595506,-39.493502408689125
porto lucena,RS,13,-27.855805018397824,-55.01672382385701
tuiuti,SP,13,-22.81401696760671,-46.69480457713675
flores de goias,GO,13,-14.479601448856586,-47.003396740668066
santa clara d'oeste,SP,13,-20.09269302659826,-50.92710515252476
dona emma,SC,13,-26.987028948795228,-49.728597395095534
biritinga,BA,13,-11.621555345126012,-38.80810698947632
miranda do norte,MA,13,-3.5633714848871696,-44.5816949079236
carnauba dos dantas,RN,13,-6.556816448895246,-36.592479115047226
juru,PB,13,-7.536820678194345,-37.81853494338959
meridiano,SP,13,-20.3592275423323,-50.175587072519846
missao velha,CE,13,-7.248568633878562,-39.14556286279263
sardoa,MG,13,-18.78195813881984,-42.36698068522204
sao joao,PE,13,-8.875087087655608,-36.367342051246354
sulina,PR,13,-25.699912147716937,-52.72068813344798
arantina,MG,13,-21.915095212185957,-44.25400522906281
heliopolis,BA,13,-10.677980051703809,-38.282373172045
arataca,BA,13,-15.262323107898611,-39.41802789927681
arapua,MG,13,-19.03612876906196,-46.15268748926993
nantes,SP,13,-22.619831288356973,-51.23802334277546
nacip raydan,MG,13,-18.456345173792652,-42.24860854894881
santa cecilia do pavao,PR,13,-23.51829049454102,-50.78392717217219
rio espera,MG,13,-20.856315961070795,-43.48265709146685
amparo da serra,MG,13,-20.508567928755426,-42.80133938692772
cerrito,RS,13,-31.85139382452731,-52.81069424000328
sao joao do paraiso,RJ,13,-22.28155598332901,-45.10349325300495
tacaratu,PE,13,-9.104297881874393,-38.13274784446115
sao jorge,RS,13,-28.502204381495208,-51.70498151933312
cezarina,GO,13,-16.980439912262742,-49.770599466379785
vermelho novo,MG,13,-20.03674408443559,-42.267208285286564
goiandira,GO,13,-18.1342721406047,-48.086811072121996
teixeira,PB,13,-7.223628686769934,-37.253443462538876
barauna,RN,13,-5.0800199065820015,-37.616802052491224
manaira,PB,13,-7.719118429505206,-38.175995436599386
capistrano,CE,13,-4.4680531641076335,-38.901134211958734
sao miguel das matas,BA,13,-13.048567075110576,-39.45567292521094
igarape-acu,PA,13,-1.1282249805944409,-47.62097503921096
acucena,MG,12,-19.16092871308707,-42.647687417561976
agua comprida,MG,12,-20.057791817035962,-48.10811794228084
igrapiuna,BA,12,-13.822779629653901,-39.1421407300079
quijingue,BA,12,-10.753086798092463,-39.20898106879822
capoeiras,PE,12,-8.738398503248888,-36.62696357103045
caracol,MS,12,-21.989173413934324,-57.01148678614192
aracoiaba,CE,12,-4.398558702292383,-38.76904696367999
apuiares,CE,12,-3.9469769287258267,-39.43159708945027
sao pedro do butia,RS,12,-28.12461730316282,-54.89335043218771
barao de juparana,RJ,12,-22.344733121835528,-43.68170282618268
santana do serido,RN,12,-6.772283080600958,-36.73588506155608
cumaru,PE,12,-8.010542385495333,-35.69929680773797
chapadao do lageado,SC,12,-27.589692033684216,-49.550696773963885
agua santa,RS,12,-28.183372036296035,-52.03985047911124
palmeira,SC,12,-27.572435816881278,-50.15583427045854
sao joao de pirabas,PA,12,-0.7805902321160684,-47.18548608757061
serra de sao bento,RN,12,-6.418410207576144,-35.709985450505975
uniao,PI,12,-4.586940155369889,-42.86273947168062
diorama,GO,12,-16.23446846169556,-51.257943717326235
divinesia,MG,12,-20.989465832674494,-43.00505550978175
alagoinha,PB,12,-6.949275120162892,-35.54543763599661
santana de pirapama,MG,12,-19.21905087888273,-44.158220918735786
anta,RJ,12,-22.22292502475602,-43.03514541203939
ibiraja,BA,12,-17.162220653625173,-40.26565998066104
satubinha,MA,12,-4.038562291788479,-45.23737623167276
itamira,BA,12,-13.4688355351923,-39.240259895855324
pranchita,PR,12,-26.016877401299926,-53.73925636112648
alvares florence,SP,12,-20.32133154751638,-49.90855487631705
santo antonio do planalto,RS,12,-28.398788984713025,-52.69298013169793
piau,MG,12,-21.506683965265072,-43.32014419085243
ibipeba,BA,12,-11.61373967394737,-42.059045096774106
santo antonio do caiua,PR,12,-22.738781391302727,-52.34536406978998
orizania,MG,12,-20.506259780246207,-42.20578818273874
itau,RN,12,-5.841132493529987,-37.992983195600985
antonio cardoso,BA,12,-12.43761562091354,-39.12034580512634
morro de sao paulo,BA,12,-16.746867739073753,-41.47408760772705
cordeiros,BA,12,-15.039130514791909,-41.93424912333965
tiradentes do sul,RS,12,-27.392280976991643,-54.088073843452015
porto trombetas,PA,12,20.086753557740114,-30.540232366178063
boa esperanca,PR,12,-24.243437313871414,-52.78724116888893
sucupira do norte,MA,12,-6.477427039448255,-44.19122608965037
espigao,SP,12,-22.19552228481866,-51.3567411304972
mata roma,MA,12,-3.6247974109700323,-43.11580633181074
natercia,MG,12,-22.118254970425408,-45.512017026468754
sao vicente,RN,12,-6.218327645016981,-36.68257322080736
cedral,MA,12,-1.999265836243856,-44.53586993015966
miraima,CE,12,-3.566675944032756,-39.93329423859032
couto de magalhaes,TO,12,-8.362465519935853,-49.17640130092166
bias fortes,MG,12,-21.607145357582965,-43.75713266137063
sao benedito do rio preto,MA,12,-3.3314324296582307,-43.52795051196471
vanini,RS,12,-28.475682406710707,-51.84454860080496
jandaira,BA,12,-11.564022431319861,-37.783241502198926
monte gordo,BA,12,-12.625402585340966,-38.074460831927205
elisio medrado,BA,12,-12.945754382865934,-39.52141988424625
xavantina,SC,12,-27.04783319167923,-52.336450303742595
bom sucesso,PR,12,-23.709454281178964,-51.76772945296019
alhandra,PB,12,-7.433968779567003,-34.910447698646784
pindoretama,CE,12,-4.033574240660021,-38.303524912073634
itatiba do sul,RS,12,-27.38316127301536,-52.45662643703321
maranhaozinho,MA,12,-2.2441861583046676,-45.85851592807263
pequi,MG,12,-19.630406517906106,-44.66061882724802
campestre da serra,RS,12,-28.794495996195717,-51.098534966109604
santa amelia,PR,12,-23.26758773800529,-50.42845018671307
turvelandia,GO,12,-17.852312315959438,-50.305787376690915
rubineia,SP,12,-20.172710091561513,-51.00106950753346
santa cruz de goias,GO,12,-17.306082670438965,-48.50168912522954
bom jesus da serra,BA,12,-14.373533370321043,-40.507128486522724
estrela do sul,MG,12,-18.74042251800989,-47.703739046835835
novo machado,RS,12,-27.5649067722552,-54.50097063004958
pio ix,PI,12,-6.835157734794304,-40.613447744856344
orobo,PE,12,-7.748807672660654,-35.60432964638209
agua preta,PE,11,-8.7061366938173,-35.5172329639589
capela nova,MG,11,-20.92534350398578,-43.620567588016115
machados,PE,11,-7.686007786758421,-35.51540382829989
nova america da colina,PR,11,-23.331288184743038,-50.718306735762575
vitorino,PR,11,-26.265753391826866,-52.77940621206562
peixe,TO,11,-12.032918171228046,-48.53987814765796
croata,CE,11,-4.405888831703216,-40.900084686100975
sao jose da boa vista,PR,11,-23.92493581537998,-49.66038352492265
delfim moreira,MG,11,-22.50645109962877,-45.27700841837705
amontada,CE,11,-3.3660416242019835,-39.82983382540276
sao joao da urtiga,RS,11,-27.89068793980509,-51.99259218042593
cabixi,RO,11,-13.481628397195339,-60.532390364385904
lagoao,RS,11,-29.2257411443804,-52.77518245313821
buriti do tocantins,TO,11,-5.319096569984696,-48.22021182572062
nova floresta,PB,11,-6.455501841703926,-36.20590796891664
anhembi,SP,11,-22.790591817708613,-48.12965833902036
barra de santa rosa,PB,11,-6.723097321233694,-36.05643506275756
caetes,PE,11,-8.774425478355141,-36.62489739458794
alagoa,MG,11,-22.171975147877625,-44.64274153026565
santo antonio do rio abaixo,MG,11,-19.228268695588635,-43.25344967988431
santo antonio do leverger,MT,11,-15.916286965481588,-56.022796519128285
uruana de minas,MG,11,-16.060195550912805,-46.25532322371619
porto rico,PR,11,-22.77431473666494,-53.26778097372834
icatu,MA,11,-2.775089853250686,-44.059603911922046
claro dos pocoes,MG,11,-17.052520290388994,-44.20908628691129
sao vendelino,RS,11,-29.374454249692505,-51.37224221857826
camacho,MG,11,-20.626884207809496,-45.155724552063674
alto paraiso,RO,11,-9.718213298943493,-63.3259773596967
santa maria do herval,RS,11,-29.501446790550094,-50.98177686260994
hulha negra,RS,11,-31.400115264823956,-53.87938857028825
chaval,CE,11,-3.0363488848965003,-41.24244375140493
romelandia,SC,11,-26.676199000373796,-53.31947679683154
aroeiras,PB,11,-7.546247807895233,-35.70730669344224
sao cristovao do sul,SC,11,-27.22095996085865,-50.47824557353525
atalanta,SC,11,-27.421159528330847,-49.78280582220689
boa vista das missoes,RS,11,-27.66153477888417,-53.31687080336221
presidente medici,MA,11,-2.379976122293768,-45.82428985193083
guiricema,MG,11,-21.00466750894162,-42.71946285802102
sao felix de minas,MG,11,-18.59101354127925,-41.48801746924841
sao pedro do iguacu,PR,11,-24.912358720128363,-53.88915463260667
itutinga,MG,11,-21.29784358658893,-44.65771190334891
tunapolis,SC,11,-26.9716244263416,-53.63861620214543
ourem,PA,11,-1.5484759472986485,-47.11441508631301
combinado,TO,11,-12.815825348168813,-46.54944753997034
bom jesus do araguaia,MT,11,-12.252173190355476,-51.56961046532804
nova luzitania,SP,11,-20.85631089026891,-50.261263067411825
nova guataporanga,SP,11,-21.332455863200394,-51.64596990139046
adrianopolis,PR,10,-24.66749511989797,-48.97778512970622
vila nova do sul,RS,10,-30.19111294483455,-53.286693000336165
epitaciolandia,AC,10,-11.019626268670063,-68.72734920088403
nova lacerda,MT,10,-14.474749398223414,-59.586850121012844
canaa,MG,10,-20.687210819235325,-42.62026823969281
vicente dutra,RS,10,-27.16752809399503,-53.402467717729735
sao nicolau,RS,10,-28.184883378061034,-55.26135869434751
presidente lucena,RS,10,-29.519326008530292,-51.180247949458
lagoa do ouro,PE,10,-9.124885317116957,-36.45920715548076
caparao,MG,10,-20.52392468730391,-41.90630806664008
alto alegre do maranhao,MA,10,-4.214134911794691,-44.44951278413494
bom jesus do sul,PR,10,-26.194314433080375,-53.5988818186515
presidente castello branco,SC,10,-27.22320713816172,-51.80584862725527
berizal,MG,10,-15.620775849500257,-41.74614100816568
serrita,PE,10,-7.945676919846612,-39.296455761113656
brejoes,BA,10,-13.100003439556863,-39.80915359448122
braunas,MG,10,-19.20869666709772,-42.97641519891935
bom jardim,PE,10,-7.796382236154199,-35.589215284292514
mira estrela,SP,10,-19.9756132774764,-50.13439239768762
corumbatai do sul,PR,10,-24.100902984412,-52.11706917509925
nova ubirata,MT,10,-13.014560102575842,-55.16320674361076
america dourada,BA,10,-11.45534706517941,-41.45792194795551
demerval lobao,PI,10,-5.359049826487595,-42.676173264855365
jerico,PB,10,-6.553129279184607,-37.8057202178639
jeriquara,SP,10,-20.308609289158333,-47.59108239695824
ipiabas,RJ,10,-22.37702555839219,-43.86829218461353
santo antonio do palma,RS,10,-28.499749049531353,-52.656859625115864
bequimao,MA,10,-2.4504015654033657,-44.787483395902214
groairas,CE,10,-3.916800670844612,-40.38577720902622
natividade,TO,10,-11.713697374867195,-47.72110069715961
urucuia,MG,10,-16.12530736529835,-45.74056406111379
urucurituba,AM,10,-3.055411886272194,-58.076888115600596
pirai do norte,BA,10,-13.76622066804365,-39.37685531246059
jucas,CE,10,-6.522041472264161,-39.524344660950156
ocara,CE,10,-4.487947696050415,-38.59237493596233
cubati,PB,10,-6.864666489937521,-36.35278643177158
sao joao do paraiso,MA,10,-6.465131177579226,-47.05433479888243
esmeralda,RS,10,-28.056702116995503,-51.190058724884246
morro agudo de goias,GO,10,-15.315354161514094,-50.057924707517884
trombas,GO,10,-13.510165672731068,-48.74377203470986
itiquira,MT,10,-17.20584411495066,-54.14593314010621
leoberto leal,SC,10,-27.507510860169198,-49.28803373665389
malhador,SE,10,-10.65869208164417,-37.30734367711496
